path,category,baseline_lines,current_lines,baseline_sha256,current_sha256,syntax_check,reference_check,review_scope,notes
frontend/src/hooks/useOnlineStatus.ts,source_or_support,68,68,4b41318c0d9ee15b73fa55762a51f4cd325d7d01849aecf95b175766677d99f3,4b41318c0d9ee15b73fa55762a51f4cd325d7d01849aecf95b175766677d99f3,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/hooks/usePerformance.ts,source_or_support,146,146,ddd68249878763a17d480c3d365d67c6ae9b49fa03738b76bc1ef684afb628ad,ddd68249878763a17d480c3d365d67c6ae9b49fa03738b76bc1ef684afb628ad,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/hooks/useReducedMotion.ts,retained_unmounted_feature_or_utility,14,14,815a28873bfe1f1fb3cbdeb0cddbd4a40e1a2906cac0c9390cb288d11bfdda41,815a28873bfe1f1fb3cbdeb0cddbd4a40e1a2906cac0c9390cb288d11bfdda41,TypeScript project compiler passed,no main-entry value-reference path found,static scan; no exhaustive per-line manual semantic review claimed,"No main-entry value consumer found; unique feature/utility retained by owner decision, not claimed operational."
frontend/src/hooks/useVoice.ts,source_or_support,308,308,3d1ea36216dae7a17c3c1c11938389a50fa4e38dc5189e142d24dba979b7da09,3d1ea36216dae7a17c3c1c11938389a50fa4e38dc5189e142d24dba979b7da09,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/index.css,source_or_support,316,316,cda8ce0d3ad8a7758b84d9c969d3cfd96475ee3571265defbb1debd62b0b9f12,cda8ce0d3ad8a7758b84d9c969d3cfd96475ee3571265defbb1debd62b0b9f12,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/main.tsx,source_or_support,22,22,266836f9253ae731260d127673fe28a05dbca0bcd12697ded720baad0085e15a,266836f9253ae731260d127673fe28a05dbca0bcd12697ded720baad0085e15a,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/services/api.ts,source_or_support,865,865,9024b186e6f9ce725c0292ef7505dbf02ad364d519c8fdada6507dad0cde49fd,9024b186e6f9ce725c0292ef7505dbf02ad364d519c8fdada6507dad0cde49fd,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/services/cognition.ts,source_or_support,142,142,e444b0d0d091e6d657a3842705780ac7679d3072be3685fa518d2a1fe01efd85,e444b0d0d091e6d657a3842705780ac7679d3072be3685fa518d2a1fe01efd85,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/services/conversationExport.ts,source_or_support,308,297,8a5fd49c42e30bc917d26e31fc0e1715f98da5d02832e2d20c7922fa7d317bcb,87f8e9a8426b9ddddbc889b006ee6ee9f1cb0fd36da3460ae6bd37cf16fe176c,TypeScript project compiler passed,value-reference path from src/main.tsx,targeted finding/import review + regression checks,
frontend/src/services/logger.ts,source_or_support,145,145,6604180be296a6b59cbaee3a0df7fd2663d4ab58524d6a36813c4f80697d2b7e,6604180be296a6b59cbaee3a0df7fd2663d4ab58524d6a36813c4f80697d2b7e,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/services/notifications.ts,source_or_support,67,67,cc308b48ba3c17c498afd882f4cc5f6baaf62c67eb91c044ac7ae448fd2e3343,cc308b48ba3c17c498afd882f4cc5f6baaf62c67eb91c044ac7ae448fd2e3343,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/services/ownerControl.ts,source_or_support,173,173,fe83b87c5b1d3928b93e807e16f25afc59c08225eccdf89d72e0da507575ddbb,fe83b87c5b1d3928b93e807e16f25afc59c08225eccdf89d72e0da507575ddbb,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/services/responseFeedback.ts,source_or_support,126,126,946cfe35e537f43f200f4bc11d7e300286c5999903b4f9ab0f79c7fcc1c6f229,946cfe35e537f43f200f4bc11d7e300286c5999903b4f9ab0f79c7fcc1c6f229,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/services/websocket.ts,source_or_support,289,289,ae72c58500f41141eb09e6af4120c86a82ec6d454cb557f184c8024263607ada,ae72c58500f41141eb09e6af4120c86a82ec6d454cb557f184c8024263607ada,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/appearanceSettingsStore.ts,source_or_support,109,109,7e04b16c8eead82af8d3519ad4a00b6afe8799cf3b0883d54b0cc578b9748a1c,7e04b16c8eead82af8d3519ad4a00b6afe8799cf3b0883d54b0cc578b9748a1c,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/codeStore.ts,source_or_support,212,212,4ac7e637bbfcf715646dbfc9f426df8cf1a9b8ffddeef4394e7f9ecb2c355fa7,4ac7e637bbfcf715646dbfc9f426df8cf1a9b8ffddeef4394e7f9ecb2c355fa7,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/conversationStore.ts,source_or_support,287,269,2a3781c4a752c399d809d37cb3d1536a63a27197c9ade7e7adca1935a8e672dd,baca177ce01fcd2c92c151ced61ce17090d7fb7c5453ae8ce88e7f9bc0581db7,TypeScript project compiler passed,value-reference path from src/main.tsx,targeted finding/import review + regression checks,
frontend/src/stores/fileStore.ts,source_or_support,145,145,fbadc1befc7db4d3ef20065622705d77246c9b771c29816be635f0b3defb4da0,fbadc1befc7db4d3ef20065622705d77246c9b771c29816be635f0b3defb4da0,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/index.ts,source_or_support,63,63,e29c74c582dca78ea81099ac787515098672fb0272cd78bb604234c3762cafff,e29c74c582dca78ea81099ac787515098672fb0272cd78bb604234c3762cafff,TypeScript project compiler passed,barrel/export surface,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/knowledgeGraphStore.ts,source_or_support,138,138,d6b0930ba2879ee04913a72ce5515bdd382ed29c48a0cd26d9856dfa6f0c7ef7,d6b0930ba2879ee04913a72ce5515bdd382ed29c48a0cd26d9856dfa6f0c7ef7,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/layoutStore.ts,source_or_support,30,30,0c194ccd03415d85b3429bd56c0cfdc0a24ab7e06f02a4f72700db9c517e758b,0c194ccd03415d85b3429bd56c0cfdc0a24ab7e06f02a4f72700db9c517e758b,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/memoryBrowserStore.ts,source_or_support,107,107,f383ff3414c8c952c4ab43cd07630ee8a46f4fb88e6711992f57d9eb487402cd,f383ff3414c8c952c4ab43cd07630ee8a46f4fb88e6711992f57d9eb487402cd,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/modelSettingsStore.ts,source_or_support,332,332,0732f767dd5fd65b965b0c823f51b3402f2febecbe96ceaef9911931655658ac,0732f767dd5fd65b965b0c823f51b3402f2febecbe96ceaef9911931655658ac,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/multiModalStore.ts,source_or_support,113,113,17aa0ec38556852c7002ebbb4443b84edf66818ee86509dfd7e5d18f550118c7,17aa0ec38556852c7002ebbb4443b84edf66818ee86509dfd7e5d18f550118c7,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/onboardingStore.ts,source_or_support,102,102,e535413fd4df70e2a68056cba2b6b2c8fb0b034af9d1c6ebe013c6a94e19d388,e535413fd4df70e2a68056cba2b6b2c8fb0b034af9d1c6ebe013c6a94e19d388,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/presenceStore.ts,source_or_support,27,27,79398680cb02d34775ef5c919f4397d927d3494eb8f4ce85cca264169e1c4c12,79398680cb02d34775ef5c919f4397d927d3494eb8f4ce85cca264169e1c4c12,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/privacySettingsStore.ts,source_or_support,91,91,5a21f7eafd20bab20c8f67f969a85e96998d26c30a889e1a0936aff50867aa28,5a21f7eafd20bab20c8f67f969a85e96998d26c30a889e1a0936aff50867aa28,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/projectStore.ts,source_or_support,484,484,658ce00a809aa037a5a52ffe682a8a090ff1746aa21d399cd6ea28976004ba77,658ce00a809aa037a5a52ffe682a8a090ff1746aa21d399cd6ea28976004ba77,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/screenshotStore.ts,source_or_support,123,123,342841fc3efbc2ead29f12ced3452625a577e76b7f62183a7e4ed50a83be080e,342841fc3efbc2ead29f12ced3452625a577e76b7f62183a7e4ed50a83be080e,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/settingsStore.ts,source_or_support,50,50,f3d18d881a7fb8141ebde63a0f73b27e616dd5951633efc2473de1dcfc0a1aa5,f3d18d881a7fb8141ebde63a0f73b27e616dd5951633efc2473de1dcfc0a1aa5,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/stores/wakeWordStore.ts,retained_unmounted_feature_or_utility,184,184,10af6324e9a098e70afb2126bc4248675c32714d685badaf11164e1d25e0ca73,10af6324e9a098e70afb2126bc4248675c32714d685badaf11164e1d25e0ca73,TypeScript project compiler passed,no main-entry value-reference path found,static scan; no exhaustive per-line manual semantic review claimed,"No main-entry value consumer found; unique feature/utility retained by owner decision, not claimed operational."
frontend/src/test/components/ChatInput.test.tsx,test,79,79,9ecd5621ae332bdf6be9fbf6310c04d8e458c793ae0471439d332d4f7a602a45,9ecd5621ae332bdf6be9fbf6310c04d8e458c793ae0471439d332d4f7a602a45,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/components/ConnectionBanner.test.tsx,test,23,23,5ff412785dc0dbabcfd47f7d153c891c073b7b5705e496fbdbdb18b9f3b8287d,5ff412785dc0dbabcfd47f7d153c891c073b7b5705e496fbdbdb18b9f3b8287d,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/components/ContextPanel.test.tsx,test,149,149,3cbf07dbf13b8bdc160cf0c0dd691762980b0c2221d789b382beb5fb22959c10,3cbf07dbf13b8bdc160cf0c0dd691762980b0c2221d789b382beb5fb22959c10,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/components/EmptyState.test.tsx,test,21,21,162104f6b9bc749bd068c697a1f4d4288a1bfec327f0b0506d3f64b039fe50d5,162104f6b9bc749bd068c697a1f4d4288a1bfec327f0b0506d3f64b039fe50d5,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/components/MessageBubble.test.tsx,test,87,87,6cf4183a37deb66c7fb61f971fb75582f65f198b6ba5b261e480188ecfe85854,6cf4183a37deb66c7fb61f971fb75582f65f198b6ba5b261e480188ecfe85854,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/components/ModalFocus.test.tsx,test,0,30,,0a312d93284a338a9185541da0a2dd23a610c95118a6a624b3004e481cbb1da5,TypeScript project compiler passed,"Vitest test entry, not an application entry point",targeted finding/import review + regression checks,
frontend/src/test/components/ResponseFeedback.test.tsx,test,183,183,391cd9fa634daf8626ca5abd931255fe60e68bedec9b7f527bec94139a3116d0,391cd9fa634daf8626ca5abd931255fe60e68bedec9b7f527bec94139a3116d0,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/components/Sidebar.test.tsx,test,94,94,b200b440753ec94e71405144332837f7de513072c0bd5b2a196dbe2d3c41d5ef,b200b440753ec94e71405144332837f7de513072c0bd5b2a196dbe2d3c41d5ef,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/design-tokens.test.ts,test,100,100,e805bf25efca7dd1a52b3a48f2261c0075a92171cfc1a54e67663ea3945b2064,e805bf25efca7dd1a52b3a48f2261c0075a92171cfc1a54e67663ea3945b2064,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/routes/ChatTraceBinding.test.tsx,test,81,81,46d324d7926158a4e25aa16bda1afdd9d12405fdb0a30785226d6d3f169a4d25,46d324d7926158a4e25aa16bda1afdd9d12405fdb0a30785226d6d3f169a4d25,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/routes/CognitionPage.test.tsx,test,108,108,8d8a892c7098c8cad4f2dc92bc7d271fc5d9aedf1243ef31cdcd9903e67c21d5,8d8a892c7098c8cad4f2dc92bc7d271fc5d9aedf1243ef31cdcd9903e67c21d5,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/routes/NotFoundPage.test.tsx,test,26,26,eba77e66450c6a2982ec495958ddbbe38abd6f74972f6b49c5e45097b8396a34,eba77e66450c6a2982ec495958ddbbe38abd6f74972f6b49c5e45097b8396a34,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/services/cognition.test.ts,test,82,82,e1e3efe58cd237db668ecb275248e3fc61e7ad7462dd63bd3e459157589f171b,e1e3efe58cd237db668ecb275248e3fc61e7ad7462dd63bd3e459157589f171b,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/services/responseFeedback.test.ts,test,65,65,0d8c345f5d68d824dae0e32e89abbab527b374da066db66338a4332ddc9c9297,0d8c345f5d68d824dae0e32e89abbab527b374da066db66338a4332ddc9c9297,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/services/websocket.test.ts,test,242,242,83459bd81b690e323580770e5ca2f569680203cc0832402016d4a3738bb1c38b,83459bd81b690e323580770e5ca2f569680203cc0832402016d4a3738bb1c38b,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/setup.ts,test,1,1,a46d66851af2c056e805fdd574bf5ec3adb1181c43c5e41f0a1c592e338afe64,a46d66851af2c056e805fdd574bf5ec3adb1181c43c5e41f0a1c592e338afe64,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/appearanceSettingsStore.test.ts,test,118,118,a3e591993011c7887ae7e612b7a845a3cd59899ff039ecc7ff62eb7d74623d73,a3e591993011c7887ae7e612b7a845a3cd59899ff039ecc7ff62eb7d74623d73,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/codeStore.test.ts,test,284,284,b1dc17f2aee4771c0b13eb093e07abed27416af62e17359be1366134de773d23,b1dc17f2aee4771c0b13eb093e07abed27416af62e17359be1366134de773d23,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/conversationStore.test.ts,test,250,250,e0482d6d57ee9f7c5580c619dbb14be45f1174e79c19d929d44cc0212a8dc70d,e0482d6d57ee9f7c5580c619dbb14be45f1174e79c19d929d44cc0212a8dc70d,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/fileStore.test.ts,test,442,442,ec61e1c47b967d011cb7c2c589e837eb9852b3eb2fb895e6ae8a2edb2252efb0,ec61e1c47b967d011cb7c2c589e837eb9852b3eb2fb895e6ae8a2edb2252efb0,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/knowledgeGraphStore.test.ts,test,174,174,84b02ed4eb3a7d20027d117b16de77bd8a888836fbb5f6d1e58c1c37ade4753f,84b02ed4eb3a7d20027d117b16de77bd8a888836fbb5f6d1e58c1c37ade4753f,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/memoryBrowserStore.test.ts,test,164,164,2eae03c21b90458c4fd364e7f3fc2c29285e1c4b65f9ca5e00d45d272f06c49b,2eae03c21b90458c4fd364e7f3fc2c29285e1c4b65f9ca5e00d45d272f06c49b,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/modelSettingsStore.test.ts,test,154,154,8e2fbce65af0e31773866821651c99a7f7498c156c48f46947ac0aae6cfd07ad,8e2fbce65af0e31773866821651c99a7f7498c156c48f46947ac0aae6cfd07ad,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/multiModalStore.test.ts,test,308,308,80b4c1ef6058b19aa01eb796e043ab388481270629b255fae0391f428ff87dcb,80b4c1ef6058b19aa01eb796e043ab388481270629b255fae0391f428ff87dcb,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/responseTraceBinding.test.ts,test,67,67,8d2792bd15c345aebdc8e3b3b8e5d1742a4cee952ace7eb18a3f384980d1d7f9,8d2792bd15c345aebdc8e3b3b8e5d1742a4cee952ace7eb18a3f384980d1d7f9,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/stores/settingsStore.test.ts,test,68,68,c0e2f8a269f74962d707f6ea37194ff8389417571c07d0c53a354bb74ae049f3,c0e2f8a269f74962d707f6ea37194ff8389417571c07d0c53a354bb74ae049f3,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/utils/conversationGroups.test.ts,test,89,89,14cf3517ff01a3f6b440bd73aac9131a6337130a7c2446ce9301f6e93f307ea1,14cf3517ff01a3f6b440bd73aac9131a6337130a7c2446ce9301f6e93f307ea1,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/utils/filePresentation.test.ts,test,0,23,,08f617757b4ea714d6c8454c524b98f9fc01fb33c1157fff4d13dfe90e360fee,TypeScript project compiler passed,"Vitest test entry, not an application entry point",targeted finding/import review + regression checks,
frontend/src/test/utils/graphExport.test.ts,test,181,181,08ad8208aa23ed33fa88d9dad08ed21a60222f8a8dfc523418705c71a1cec856,08ad8208aa23ed33fa88d9dad08ed21a60222f8a8dfc523418705c71a1cec856,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/utils/graphLayout.test.ts,test,86,86,f157b5555c7a7ce91abb4619018bf322c0a2cd7a59db6fd6b397c33d83696bd1,f157b5555c7a7ce91abb4619018bf322c0a2cd7a59db6fd6b397c33d83696bd1,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/test/utils/themeApplication.test.ts,test,26,26,3d41a55f251bde021df24a65a3fb3dd53e08dede6203fba1f0541a42d6419f41,3d41a55f251bde021df24a65a3fb3dd53e08dede6203fba1f0541a42d6419f41,TypeScript project compiler passed,"Vitest test entry, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/types/conversation.ts,source_or_support,59,59,4be8a932f8ba39757d24b9b58a4602b11f14acacd8edf7a49737305a736e91d1,4be8a932f8ba39757d24b9b58a4602b11f14acacd8edf7a49737305a736e91d1,TypeScript project compiler passed,type contract (erased at runtime),static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/types/index.ts,source_or_support,2,2,b33d4c919ba4115c3eb75fe35cd9cd075032969d3ed4fd4e86306903a94fe51b,b33d4c919ba4115c3eb75fe35cd9cd075032969d3ed4fd4e86306903a94fe51b,TypeScript project compiler passed,barrel/export surface,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/types/presence.ts,source_or_support,17,17,2aa211081b4384e46c4552b985b80f05f45a9a4cc5203571877d751ed17543f4,2aa211081b4384e46c4552b985b80f05f45a9a4cc5203571877d751ed17543f4,TypeScript project compiler passed,type contract (erased at runtime),static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/accessibility.ts,retained_unmounted_feature_or_utility,221,221,83b15208b45c8a5c801af7187fbe87201e0267fab23d53e8a0dd0af766f0b50f,83b15208b45c8a5c801af7187fbe87201e0267fab23d53e8a0dd0af766f0b50f,TypeScript project compiler passed,no main-entry value-reference path found,static scan; no exhaustive per-line manual semantic review claimed,"No main-entry value consumer found; unique feature/utility retained by owner decision, not claimed operational."
frontend/src/utils/cn.ts,source_or_support,6,6,74e8fe9d0d680c442ed6adb13e7d119d6c210c19ae6c114313b2a72552be0883,74e8fe9d0d680c442ed6adb13e7d119d6c210c19ae6c114313b2a72552be0883,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/conversationGroups.ts,source_or_support,69,69,a3e433b858ecd7921a5182e49396fff312fade3d0b6b0864f370730873d836e5,a3e433b858ecd7921a5182e49396fff312fade3d0b6b0864f370730873d836e5,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/filePresentation.ts,source_or_support,0,28,,fb6b0c5e415f831baebb1aa4fc2d1e3cacc48ff350fe264a940177388495c0ff,TypeScript project compiler passed,value-reference path from src/main.tsx,targeted finding/import review + regression checks,Shared icon/size implementation with four live consumers; replaces copied helpers.
frontend/src/utils/graphExport.ts,source_or_support,126,126,eb02e86489f12c4dcd33a1c3eab89537090613a2c67fed85f1297b506fc03d4f,eb02e86489f12c4dcd33a1c3eab89537090613a2c67fed85f1297b506fc03d4f,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/graphLayout.ts,source_or_support,111,111,4ce79aae936ef2e915e013fa9a4fcffecfa6685792b5a52ce8ade39c9a26cb74,4ce79aae936ef2e915e013fa9a4fcffecfa6685792b5a52ce8ade39c9a26cb74,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/helpContent.ts,source_or_support,166,166,6425b359204c4f0b5a1f1293503e7d693e5c9497a96b4369395433281dbb4641,6425b359204c4f0b5a1f1293503e7d693e5c9497a96b4369395433281dbb4641,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/searchHighlight.tsx,source_or_support,21,21,803bee29a857da03fc39ec7178a7e4bb605f41a2e8fe2bcfa9b0e1801f2c4710,803bee29a857da03fc39ec7178a7e4bb605f41a2e8fe2bcfa9b0e1801f2c4710,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/serviceWorker.ts,source_or_support,46,46,0ea03a4f25232df4a80ccdd8d342487a239dd4d03665a1cfcd7d67a54902718d,0ea03a4f25232df4a80ccdd8d342487a239dd4d03665a1cfcd7d67a54902718d,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/themeApplication.ts,source_or_support,93,93,b433ee28f10351609d8feeea58d76c153b2343bdd5caddfc5f0654aa7aa755a5,b433ee28f10351609d8feeea58d76c153b2343bdd5caddfc5f0654aa7aa755a5,TypeScript project compiler passed,value-reference path from src/main.tsx,static scan; no exhaustive per-line manual semantic review claimed,
frontend/src/utils/themeUtils.ts,retained_unmounted_feature_or_utility,80,80,35b83cef22e5cade52a75dc341873327607a79c4276bf11de9fda3eaed836ede,35b83cef22e5cade52a75dc341873327607a79c4276bf11de9fda3eaed836ede,TypeScript project compiler passed,no main-entry value-reference path found,static scan; no exhaustive per-line manual semantic review claimed,"No main-entry value consumer found; unique feature/utility retained by owner decision, not claimed operational."
frontend/tailwind.config.js,source_or_support,100,100,3bc75a4587786ab5694f784971ddd76af980fd3a23d6046ce01b11de761b5def,3bc75a4587786ab5694f784971ddd76af980fd3a23d6046ce01b11de761b5def,JavaScript syntax passed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
frontend/tsconfig.app.json,source_or_support,27,27,f1dedcd7ee7977971289356d6f1bde15e30e751d13a913c12c0c372dce9feff3,f1dedcd7ee7977971289356d6f1bde15e30e751d13a913c12c0c372dce9feff3,JSONC passed TypeScript project compiler,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
frontend/tsconfig.json,source_or_support,7,7,770b4140bbb581e2dfd9ea9946ffc9c75a1d86ba7d2db5f77c83e37cbdf9d808,770b4140bbb581e2dfd9ea9946ffc9c75a1d86ba7d2db5f77c83e37cbdf9d808,JSONC passed TypeScript project compiler,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
frontend/tsconfig.node.json,source_or_support,23,23,d366cc0827139db39c61815f22491bbfda56c654354a42ad7795143d314e45e8,d366cc0827139db39c61815f22491bbfda56c654354a42ad7795143d314e45e8,JSONC passed TypeScript project compiler,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
frontend/vite.config.ts,source_or_support,34,34,fe7f6b424513d4b986ef003c8b9eb0aac3084dabcd861a0fcda1da43afb8a4d2,fe7f6b424513d4b986ef003c8b9eb0aac3084dabcd861a0fcda1da43afb8a4d2,TypeScript project compiler passed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
memory/rules.md,documentation_or_configuration,238,238,6ecc860773fa052f7cff27d09eda7c89ebc0a2e73bb09d43be3e53c04ee2a407,6ecc860773fa052f7cff27d09eda7c89ebc0a2e73bb09d43be3e53c04ee2a407,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
memory/user_operating_manual.md,documentation_or_configuration,18,18,14ff3b6a57209a3d56511dff8b6dbb654f1bf4d60f380eb2852d85f50ae2e93b,14ff3b6a57209a3d56511dff8b6dbb654f1bf4d60f380eb2852d85f50ae2e93b,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
pytest.ini,documentation_or_configuration,13,13,8e886dc6679df4f235a9c67908ccb5904ee7470e4c1841245db40f67545f1b92,8e886dc6679df4f235a9c67908ccb5904ee7470e4c1841245db40f67545f1b92,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
replace_console.sh,removed_obsolete_artifact,48,0,cd52d05275a6ea765acdbcf477795c48e71d67e8a7f4afb4eb99d3d16a789bf6,,removed,no live caller/registration found,targeted review,Removed fake-success placeholder or generated/one-off scratch artifact; recoverable from Git.
